Designer,Name,Link,Photo,Category,Price,Projects,Hearts,Rating
Rebecca Danger,Melvin the Musical Monster,http://www.ravelry.com/patterns/library/melvin-the-musical-monster,http://images4-b.ravelrycache.com/uploads/rebeccadanger/64797288/Melvin01_small_best_fit.jpeg,Softies,Free,65,221,4.9
Rebecca Danger,Esther the Eccentric Elephant,http://www.ravelry.com/patterns/library/esther-the-eccentric-elephant,http://farm3.static.flickr.com/2497/4056064351_fd088a6c99_m.jpg,Softies,$6.00 ,61,363,4.6
Rebecca Danger,#24 Malcolm the Monday Monster,http://www.ravelry.com/patterns/library/24-malcolm-the-monday-monster,http://images4-b.ravelrycache.com/uploads/rebeccadanger/71039442/malcolm_small.jpg,Softies,Free,56,82,4.8
Rebecca Danger,Randolph the Raccoon,http://www.ravelry.com/patterns/library/randolph-the-raccoon,http://images4-b.ravelrycache.com/uploads/MaryleeK/85923708/Randolph_the_Raccoon_300_small_best_fit.jpg,Softies,Free,49,719,4.9
Rebecca Danger,Beatrice and Bernard The Inseparable Bunny and Bear,http://www.ravelry.com/patterns/library/beatrice-and-bernard-the-inseparable-bunny-and-bear,http://farm4.static.flickr.com/3440/3293867109_3ce2813774_m.jpg,Softies,$6.00 ,47,284,4.3
Rebecca Danger,Monster Mobile,http://www.ravelry.com/patterns/library/monster-mobile,http://images4.ravelrycache.com/uploads/sarahmartingale/115291086/b1137_09_small_best_fit.jpg,Home,Free,47,634,4.9
Rebecca Danger,Mortimer the Dog Toy,http://www.ravelry.com/patterns/library/mortimer-the-dog-toy,http://images4.ravelrycache.com/uploads/purly-queen/41556637/mortimer1_small.JPG,Softies,Free,43,423,4.8
Rebecca Danger,Henry and Henrietta,http://www.ravelry.com/patterns/library/henry-and-henrietta,http://images4-b.ravelrycache.com/uploads/rebeccadanger/65617980/henry_01_small_best_fit.jpg,Softies,Free,38,574,4.3
Rebecca Danger,Olive the Monster Christmas Tree Ornament,http://www.ravelry.com/patterns/library/olive-the-monster-christmas-tree-ornament,http://images4-b.ravelrycache.com/uploads/KnitPurlPDX/43682009/K04165-10_small.jpg,Home,$12.00 ,31,150,4.6
Rebecca Danger,Xavier the Observant Owl,http://www.ravelry.com/patterns/library/xavier-the-observant-owl,http://images4-b.ravelrycache.com/uploads/rebeccadanger/151651621/owl2_small_best_fit.jpg,Softies,$6.00 ,31,301,4.8
Rebecca Danger,Vinny V,http://www.ravelry.com/patterns/library/vinny-v,http://images4.ravelrycache.com/uploads/sarahmartingale/115297996/b1137_12_small_best_fit.jpg,Softies,Free,26,154,4.7
Rebecca Danger,Owen the Monster Christmas Tree Ornament,http://www.ravelry.com/patterns/library/owen-the-monster-christmas-tree-ornament,http://images4.ravelrycache.com/uploads/KnitPurlPDX/43677992/K04165-09_small.jpg,Home,$12.00 ,24,149,4.8
Rebecca Danger,Giles the Giraffe,http://www.ravelry.com/patterns/library/giles-the-giraffe,http://images4.ravelrycache.com/uploads/MaryleeK/75301867/11198_Giles_300_small_best_fit.jpg,Softies,Free,23,143,4.4
Rebecca Danger,Monster Face Hat,http://www.ravelry.com/patterns/library/monster-face-hat,http://images4.ravelrycache.com/uploads/sarahmartingale/115285141/b1137_03_small.jpg,Hats,Free,23,173,4.5
Rebecca Danger,Pointy Monster Hat,http://www.ravelry.com/patterns/library/pointy-monster-hat,http://images4-b.ravelrycache.com/uploads/sarahmartingale/115285966/b1137_04_small_best_fit.jpg,Hats,Free,22,35,5
Rebecca Danger,Monster Booties,http://www.ravelry.com/patterns/library/monster-booties-3,http://images4.ravelrycache.com/uploads/sarahmartingale/115284470/b1137_02_small_best_fit.jpg,Socks,Free,21,260,4.1
Rebecca Danger,Cuddly Monster Blankie,http://www.ravelry.com/patterns/library/cuddly-monster-blankie,http://images4-b.ravelrycache.com/uploads/sarahmartingale/115287159/b1137_06_small_best_fit.jpg,Blanket,Free,20,263,5
Rebecca Danger,Bob the Blue-Footed Booby,http://www.ravelry.com/patterns/library/bob-the-blue-footed-booby,http://images4.ravelrycache.com/uploads/rebeccadanger/117177977/bbfb9_small.JPG,Softies,$6.00 ,19,247,4.9
Rebecca Danger,Pocket Blankie with Monster Friend,http://www.ravelry.com/patterns/library/pocket-blankie-with-monster-friend,http://images4.ravelrycache.com/uploads/sarahmartingale/115287924/b1137_08_small.jpg,Blanket,Free,15,87,4.8
Rebecca Danger,Snuggly Monster Blankie Friend,http://www.ravelry.com/patterns/library/snuggly-monster-blankie-friend,http://images4-b.ravelrycache.com/uploads/sarahmartingale/115286450/b1137_05_small_best_fit.jpg,Blanket,Free,13,44,5
Rebecca Danger,Monster Bookends,http://www.ravelry.com/patterns/library/monster-bookends,http://images4-b.ravelrycache.com/uploads/sarahmartingale/115298663/b1137_14_small.jpg,Home,Free,11,211,4.7
Rebecca Danger,Monster Pillows,http://www.ravelry.com/patterns/library/monster-pillows,http://images4.ravelrycache.com/uploads/sarahmartingale/115298995/b1137_15_small.jpg,Home,Free,9,223,4.7
Rebecca Danger,Frankie,http://www.ravelry.com/patterns/library/frankie-9,http://images4-b.ravelrycache.com/uploads/sarahmartingale/115298234/b1137_13_small_best_fit.jpg,Softies,Free,8,59,5
Rebecca Danger,Monster Pocket Sweater,http://www.ravelry.com/patterns/library/monster-pocket-sweater,http://images4.ravelrycache.com/uploads/sarahmartingale/115283911/b1137_01_small_best_fit.jpg,Sweaters,Free,8,49,4.4
Rebecca Danger,Monster Rattles,http://www.ravelry.com/patterns/library/monster-rattles-2,http://images4.ravelrycache.com/uploads/sarahmartingale/115931110/9781604681499_PT20_small.jpg,Softies,Free,8,96,5
Rebecca Danger,Monster Blocks,http://www.ravelry.com/patterns/library/monster-blocks,http://images4-b.ravelrycache.com/uploads/sarahmartingale/115930532/9781604681499_PT19_small.jpg,Blanket,Free,6,138,No Rating
Rebecca Danger,Roscoe Monster,http://www.ravelry.com/patterns/library/roscoe-monster,http://images4-b.ravelrycache.com/uploads/sarahmartingale/115293358/b1137_11_small_best_fit.jpg,Softies,Free,6,55,5
Rebecca Danger,Monster Swings,http://www.ravelry.com/patterns/library/monster-swings,http://images4.ravelrycache.com/uploads/sarahmartingale/115292304/b1137_10_small_best_fit.jpg,Home,Free,5,114,4.5
Rebecca Danger,Monster Tissue and Wipes Box Covers,http://www.ravelry.com/patterns/library/monster-tissue-and-wipes-box-covers,http://images4-b.ravelrycache.com/uploads/sarahmartingale/115299395/b1137_16_small_best_fit.jpg,Softies,Free,5,176,4.7
Rebecca Danger,Stack O' Monsters,http://www.ravelry.com/patterns/library/stack-o-monsters,http://images4-b.ravelrycache.com/uploads/sarahmartingale/115930058/9781604681499_PT18_small.jpg,Softies,Free,4,179,No Rating
Rebecca Danger,Monster Chair,http://www.ravelry.com/patterns/library/monster-chair,http://images4-b.ravelrycache.com/uploads/sarahmartingale/115929460/9781604681499_PT17_small_best_fit.jpg,Home,Free,0,145,No Rating
Cookie A,Monkey,http://www.ravelry.com/patterns/library/monkey,http://images4-b.ravelrycache.com/uploads/Cookie/43390612/monkey_1_small.jpg,Socks,$6.00 ,16763,10431,4.5
Cookie A,Pomatomus,http://www.ravelry.com/patterns/library/pomatomus,http://farm1.static.flickr.com/40/123815955_83905aa2f7_m.jpg,Socks,Free,4390,7164,4.5
Cookie A,Hedera,http://www.ravelry.com/patterns/library/hedera,http://images4.ravelrycache.com/uploads/Cookie/43390488/hedera_1_small.jpg,Socks,$6.00 ,3903,5370,4.4
Cookie A,Kai-Mei,http://www.ravelry.com/patterns/library/kai-mei,http://images4-b.ravelrycache.com/uploads/LisaQ2008/6575339/kai-mei1_small_best_fit.jpg,Socks,Free,2504,2520,4.5
Cookie A,BFF Socks,http://www.ravelry.com/patterns/library/bff-socks,http://images4.ravelrycache.com/uploads/Cookie/43390209/bff_1_small.jpg,Socks,$6.00 ,1480,2796,4.5
Cookie A,Angee,http://www.ravelry.com/patterns/library/angee,http://images4.ravelrycache.com/uploads/LisaQ2008/6507144/Angee1_small_best_fit.jpg,Socks,Free,1300,634,4.4
Cookie A,Baudelaire,http://www.ravelry.com/patterns/library/baudelaire,http://images4-b.ravelrycache.com/uploads/casey/153924290/www.knitty.com-baudelairealt2_small_best_fit.jpg,Socks,Free,1274,4021,4.4
Cookie A,Wanida,http://www.ravelry.com/patterns/library/wanida,http://images4-b.ravelrycache.com/uploads/LisaQ2008/6507905/wanida1_small_best_fit.jpg,Socks,Free,1038,657,4.4
Cookie A,Sunshine,http://www.ravelry.com/patterns/library/sunshine-11,http://images4-b.ravelrycache.com/uploads/LisaQ2008/6381045/Sunshine1_small_best_fit.jpg,Socks,Free,996,783,4.3
Cookie A,Rick,http://www.ravelry.com/patterns/library/rick,http://images4.ravelrycache.com/uploads/LisaQ2008/6583695/Rick1_small_best_fit.jpg,Socks,Free,844,704,4.3
Cookie A,Twisted Flower Sock,http://www.ravelry.com/patterns/library/twisted-flower-sock,http://images4-b.ravelrycache.com/uploads/Cookie/43388722/twisted_flower_1_small.jpg,Socks,$6.50 ,807,2708,4.7
Cookie A,Cauchy,http://www.ravelry.com/patterns/library/cauchy,http://images4.ravelrycache.com/uploads/LisaQ2008/6571874/cauchy_small_best_fit.jpg,Socks,Free,756,427,4.3
Cookie A,Pointelle,http://www.ravelry.com/patterns/library/pointelle,http://images4-b.ravelrycache.com/uploads/Cookie/43402565/pointelle_1_small.jpg,Socks,$6.50 ,737,2196,4.7
Cookie A,Vilai,http://www.ravelry.com/patterns/library/vilai,http://images4-b.ravelrycache.com/uploads/LisaQ2008/6506542/Vilai_small_best_fit.jpg,Socks,Free,722,576,4.6
Cookie A,Glynis,http://www.ravelry.com/patterns/library/glynis,http://images4.ravelrycache.com/uploads/LisaQ2008/6380792/Glynis1_small_best_fit.jpg,Socks,Free,721,462,4
Cookie A,#03 Marlene,http://www.ravelry.com/patterns/library/03-marlene,http://farm4.static.flickr.com/3229/3121763162_7ef4ba9418_m.jpg,Socks,$4.00 ,712,3112,4.6
Cookie A,Eunice,http://www.ravelry.com/patterns/library/eunice,http://images4-b.ravelrycache.com/uploads/LisaQ2008/6380958/Eunice1_small_best_fit.jpg,Socks,Free,645,576,4.4
Cookie A,Thelonious Sock,http://www.ravelry.com/patterns/library/thelonious-sock,http://images4-b.ravelrycache.com/uploads/Cookie/43390016/thelonious_3_small.jpg,Socks,$6.50 ,570,920,4.4
Cookie A,Mona,http://www.ravelry.com/patterns/library/mona,http://images4-b.ravelrycache.com/uploads/Cookie/43389844/mona_1_small.jpg,Socks,$6.50 ,484,309,4.4
Cookie A,Clandestine,http://www.ravelry.com/patterns/library/clandestine,http://images4-b.ravelrycache.com/uploads/Cookie/13864897/clandestine3_small.jpg,Socks,$6.00 ,476,2202,4.4
Cookie A,Marilinda,http://www.ravelry.com/patterns/library/marilinda,http://images4-b.ravelrycache.com/uploads/Cookie/43388588/marilinda_3_small.jpg,Socks,$6.50 ,475,921,4.5
Cookie A,Wedge,http://www.ravelry.com/patterns/library/wedge-2,http://images4-b.ravelrycache.com/uploads/Cookie/43409605/wedge_3_small.jpg,Socks,$6.50 ,464,996,4.2
Cookie A,Cookie A's Summer Sox Socks,http://www.ravelry.com/patterns/library/cookie-as-summer-sox-socks,http://images4.ravelrycache.com/uploads/SbutterAMfly/9764046/cookie3_small.jpg,Socks,Free,460,2500,4.3
Cookie A,Devon,http://www.ravelry.com/patterns/library/devon-4,http://images4.ravelrycache.com/uploads/LisaQ2008/6381153/Devon1_small_best_fit.jpg,Socks,Free,441,336,4.2
Cookie A,Cubist Socks,http://www.ravelry.com/patterns/library/cubist-socks,http://images4.ravelrycache.com/uploads/Liana/50321488/23_small.jpg,Socks,Free,424,2142,4.3
Cookie A,Stricken,http://www.ravelry.com/patterns/library/stricken,http://images4-b.ravelrycache.com/uploads/Cookie/43390070/stricken_1_small.jpg,Socks,$6.50 ,369,1394,4.6
Cookie A,Bex,http://www.ravelry.com/patterns/library/bex,http://images4-b.ravelrycache.com/uploads/LisaQ2008/6544131/bex2_small_best_fit.jpg,Socks,Free,341,767,4.6
Cookie A,In and Out,http://www.ravelry.com/patterns/library/in-and-out,http://images4-b.ravelrycache.com/uploads/Cookie/43401991/in_and_out_1_small.jpg,Socks,$6.50 ,331,455,4.7
Cookie A,Lindsay,http://www.ravelry.com/patterns/library/lindsay-2,http://images4-b.ravelrycache.com/uploads/LisaQ2008/6573682/lindsay_small_best_fit.jpg,Socks,Free,325,237,4.1
Cookie A,Sam,http://www.ravelry.com/patterns/library/sam-5,http://images4.ravelrycache.com/uploads/LisaQ2008/6508779/sam_small_best_fit.jpg,Socks,Free,324,352,4.2
Cookie A,MAY 2010 SKA Mystery Sock,http://www.ravelry.com/patterns/library/may-2010-ska-mystery-sock,http://farm5.static.flickr.com/4132/4966181875_28b6b8b85e_m.jpg,Socks,Free,319,244,4.3
Cookie A,Rhombus,http://www.ravelry.com/patterns/library/rhombus-3,http://images4.ravelrycache.com/uploads/Cookie/43403406/rhombus_1_small.jpg,Socks,$6.50 ,315,753,4.3
Cookie A,Milo,http://www.ravelry.com/patterns/library/milo-2,http://images4.ravelrycache.com/uploads/LisaQ2008/6573125/Milo2_small_best_fit.jpg,Socks,Free,312,275,4.6
Cookie A,Twinkle Toes - Archived,http://www.ravelry.com/patterns/library/twinkle-toes---archived,http://farm1.static.flickr.com/229/461335676_fc5e20a2b7_m.jpg,Socks,Free,289,1783,4
Cookie A,Cusp,http://www.ravelry.com/patterns/library/cusp,http://images4-b.ravelrycache.com/uploads/Cookie/43401059/cusp_1_small.jpg,Socks,$6.50 ,287,488,4.4
Cookie A,Lissajous Socks,http://www.ravelry.com/patterns/library/lissajous-socks,http://images4.ravelrycache.com/uploads/Cookie/12766070/lissajous_back_rgb_small.jpg,Socks,$7.00 ,286,1633,4.4
Cookie A,Maelstrom,http://www.ravelry.com/patterns/library/maelstrom,http://images4-b.ravelrycache.com/uploads/juliafc/1371397/2705928561_4e040150ef_o_small.jpg,Socks,$6.00 ,269,1275,4.6
Cookie A,Haleakala,http://www.ravelry.com/patterns/library/haleakala-2,http://images4.ravelrycache.com/uploads/Cookie/56468037/haleakala_versions_2_small_best_fit.jpg,Socks,$6.50 ,263,1232,4.7
Cookie A,Stalagmite,http://www.ravelry.com/patterns/library/stalagmite,http://images4-b.ravelrycache.com/uploads/Cookie/43407125/stalagmite_1_small.jpg,Socks,$6.50 ,241,481,4.3
Cookie A,Mingus Sock,http://www.ravelry.com/patterns/library/mingus-sock,http://farm3.static.flickr.com/2379/2173060002_fff35fa555_m.jpg,Socks,$6.50 ,236,1077,4.3
Cookie A,German Stocking,http://www.ravelry.com/patterns/library/german-stocking,http://images4.ravelrycache.com/uploads/Cookie/43388993/german_stockings_1_small.jpg,Socks,$6.50 ,230,1482,4.4
Cookie A,Gothic Spire Sock,http://www.ravelry.com/patterns/library/gothic-spire-sock,http://images4-b.ravelrycache.com/uploads/Cookie/43389338/gothic_spire_2_small.jpg,Socks,$6.50 ,209,687,4.2
Cookie A,Ernie,http://www.ravelry.com/patterns/library/ernie,http://images4-b.ravelrycache.com/uploads/GoldenIris/147034801/Y_front_1_small_best_fit.jpg,Socks,Free,207,66,4.6
Cookie A,Kristi,http://www.ravelry.com/patterns/library/kristi,http://images4.ravelrycache.com/uploads/LisaQ2008/6573960/kristi_small_best_fit.jpg,Socks,Free,205,237,4.5
Cookie A,Elm,http://www.ravelry.com/patterns/library/elm-3,http://images4.ravelrycache.com/uploads/Cookie/80668573/elm_small.jpg,Socks,Free,191,622,4.2
Cookie A,Sake,http://www.ravelry.com/patterns/library/sake-2,http://images4-b.ravelrycache.com/uploads/Cookie/43405215/sake_1_small.jpg,Socks,$6.50 ,188,480,4.5
Cookie A,Red Herring,http://www.ravelry.com/patterns/library/red-herring,http://farm1.static.flickr.com/66/178617900_751cd6e144_m.jpg,Socks,Free,170,1248,4.1
Cookie A,Asymmetrical Cables,http://www.ravelry.com/patterns/library/asymmetrical-cables,http://images4-b.ravelrycache.com/uploads/Cookie/67809606/master_socks_small.jpg,Socks,Free,168,249,4.5
Cookie A,Raven Swirl Socks,http://www.ravelry.com/patterns/library/raven-swirl-socks,http://farm5.static.flickr.com/4017/4412952159_58ca4a0655_m.jpg,Socks,Free,168,261,4.3
Cookie A,Newton,http://www.ravelry.com/patterns/library/newton,http://images4-b.ravelrycache.com/uploads/GoldenIris/147034434/X_Back_1_small_best_fit.jpg,Socks,Free,164,53,4.6
Cookie A,Ellington Socks,http://www.ravelry.com/patterns/library/ellington-socks,http://farm3.static.flickr.com/2618/3875543890_27ae586686_m.jpg,Socks,$6.50 ,148,1954,4.7
Cookie A,Boysenberry Yo,http://www.ravelry.com/patterns/library/boysenberry-yo,http://images4-b.ravelrycache.com/uploads/Cookie/101060908/Boysenberry_Yo_top_small.jpg,Socks,$6.50 ,146,330,4.5
Cookie A,Nanaimo socks,http://www.ravelry.com/patterns/library/nanaimo-socks,http://images4.ravelrycache.com/uploads/Cookie/100333250/Nanaimo_front_rug_small.jpg,Socks,$6.50 ,135,115,4.5
Cookie A,Trystero,http://www.ravelry.com/patterns/library/trystero,http://farm3.static.flickr.com/2374/2277586097_463cf56729_m.jpg,Socks,$6.50 ,135,748,4.6
Cookie A,Katrina Rib,http://www.ravelry.com/patterns/library/katrina-rib,http://farm1.static.flickr.com/85/256677914_cdad38f2e0_m.jpg,Sweaters,Free,130,2689,4.1
Cookie A,Ornette Socks,http://www.ravelry.com/patterns/library/ornette-socks,http://farm4.static.flickr.com/3124/2380737238_1ff2ee7c4e_m.jpg,Socks,$6.50 ,130,1446,4.8
Cookie A,Tulip socks,http://www.ravelry.com/patterns/library/tulip-socks-8,http://images4.ravelrycache.com/uploads/Cookie/157616219/cookieasockclubspoiler_small_best_fit.gif,Socks,Free,123,36,4.8
Cookie A,Daphne,http://www.ravelry.com/patterns/library/daphne-18,http://images4.ravelrycache.com/uploads/Cookie/72557833/DSC_0291_small_best_fit.jpg,Socks,$6.50 ,122,447,4.7
Cookie A,Reykjavik Socks,http://www.ravelry.com/patterns/library/reykjavik-socks,http://images4.ravelrycache.com/uploads/Cookie/107478836/DSC_1372_small_best_fit.JPG,Socks,Free,122,399,4.7
Cookie A,Nebula,http://www.ravelry.com/patterns/library/nebula,http://farm4.static.flickr.com/3641/3459713707_6c6f76631e_m.jpg,Socks,$6.50 ,115,1696,4.6
Cookie A,Ripple Leaf,http://www.ravelry.com/patterns/library/ripple-leaf,http://images4-b.ravelrycache.com/uploads/Cookie/56466961/ripple_leaf_flow_detail_small_best_fit.jpg,Socks,$6.50 ,115,476,4.8
Cookie A,Solfar Socks,http://www.ravelry.com/patterns/library/solfar-socks,http://images4.ravelrycache.com/uploads/Cookie/107478988/DSC_1320_small_best_fit.JPG,Socks,Free,113,246,4.8
Cookie A,Wayward socks,http://www.ravelry.com/patterns/library/wayward-socks,http://images4.ravelrycache.com/uploads/Cookie/148491340/Wayward_front_small_best_fit.jpg,Socks,$6.50 ,108,156,4.6
Cookie A,Turbulence Socks,http://www.ravelry.com/patterns/library/turbulence-socks,http://images4.ravelrycache.com/uploads/Cookie/100332715/Turbulence_front_small_best_fit.jpg,Socks,$6.50 ,106,225,4.8
Cookie A,Orange Pekoe,http://www.ravelry.com/patterns/library/orange-pekoe,http://images4.ravelrycache.com/uploads/Cookie/107489823/DSC_1513_small_best_fit.JPG,Socks,$6.50 ,105,310,4.8
Cookie A,Rhiannon Socks,http://www.ravelry.com/patterns/library/rhiannon-socks,http://images4-b.ravelrycache.com/uploads/casey/153926210/farm1.static.flickr.com-389452497_13545b3edd_small_best_fit.jpg,Socks,$6.50 ,101,1449,4.3
Cookie A,Makoto socks,http://www.ravelry.com/patterns/library/makoto-socks,http://images4.ravelrycache.com/uploads/Cookie/93000212/Makoto_small_small.jpg,Socks,$6.50 ,100,100,4.6
Cookie A,Conic,http://www.ravelry.com/patterns/library/conic,http://images4.ravelrycache.com/uploads/Cookie/115995094/IMG_3989_small_best_fit.jpg,Sweaters,$6.50 ,86,1694,4.6
Cookie A,Flicker Sock,http://www.ravelry.com/patterns/library/flicker-sock,http://farm1.static.flickr.com/219/475797765_1dd90c26d9_m.jpg,Socks,$6.50 ,85,620,4.4
Cookie A,Jubilee,http://www.ravelry.com/patterns/library/jubilee-5,http://images4-b.ravelrycache.com/uploads/Cookie/107489780/DSC_1488_small_best_fit.JPG,Socks,$6.50 ,84,169,4.7
Cookie A,Titania's Revenge,http://www.ravelry.com/patterns/library/titanias-revenge,http://farm1.static.flickr.com/58/220266828_236dc009da_m.jpg,Socks,$6.50 ,83,228,4
Cookie A,Sarsaparilla Socks,http://www.ravelry.com/patterns/library/sarsaparilla-socks,http://images4.ravelrycache.com/uploads/GoldenIris/124104196/Sarsaparilla_2_small_best_fit.JPG,Socks,Free,82,116,4.7
Cookie A,Hex,http://www.ravelry.com/patterns/library/hex-2,http://images4.ravelrycache.com/uploads/Cookie/76751964/Hex_front_small_best_fit.jpg,Socks,$6.50 ,80,402,4.5
Cookie A,Gyokuro,http://www.ravelry.com/patterns/library/gyokuro,http://images4.ravelrycache.com/uploads/Cookie/114865241/DSC_1827_small_best_fit.JPG,Socks,Free,75,172,4.7
Cookie A,Slide,http://www.ravelry.com/patterns/library/slide,http://images4-b.ravelrycache.com/uploads/Cookie/76752058/Slide_top_small_best_fit.jpg,Socks,$6.50 ,75,1200,4.5
Cookie A,Millicent Sock,http://www.ravelry.com/patterns/library/millicent-sock,http://images4-b.ravelrycache.com/uploads/casey/153926548/farm1.static.flickr.com-396611999_c2db787ce7_small.jpg,Socks,$6.50 ,73,630,4.3
Cookie A,Django,http://www.ravelry.com/patterns/library/django,http://farm4.static.flickr.com/3227/2379920894_10a9b7b589_m.jpg,Socks,$6.50 ,72,694,4.5
Cookie A,Hamantaschen Socks,http://www.ravelry.com/patterns/library/hamantaschen-socks,http://images4.ravelrycache.com/uploads/GoldenIris/124103561/Hamantaschen_front_3_small_best_fit.JPG,Socks,Free,63,80,4.5
Cookie A,Calloway Socks,http://www.ravelry.com/patterns/library/calloway-socks,http://images4-b.ravelrycache.com/uploads/Cookie/16150897/DSC_1208_s_small_best_fit.jpg,Socks,$6.50 ,62,1040,4.8
Cookie A,Lateral,http://www.ravelry.com/patterns/library/lateral-2,http://images4-b.ravelrycache.com/uploads/Cookie/116115626/DSC_1667_small_best_fit.JPG,Socks,$5.50 ,58,706,4.3
Cookie A,Velma,http://www.ravelry.com/patterns/library/velma-5,http://images4-b.ravelrycache.com/uploads/Cookie/72559954/DSC_0298_small_best_fit.jpg,Socks,$6.50 ,57,227,4.7
Cookie A,Pirouette socks,http://www.ravelry.com/patterns/library/pirouette-socks-2,http://images4-b.ravelrycache.com/uploads/Cookie/157617477/cookieasockclubspoiler_small_best_fit.gif,Socks,Free,56,34,4.3
Cookie A,Striation Socks,http://www.ravelry.com/patterns/library/striation-socks,http://images4-b.ravelrycache.com/uploads/Cookie/133285573/B_Top_small_best_fit.jpg,Socks,Free,55,95,4.2
Cookie A,Chicane,http://www.ravelry.com/patterns/library/chicane-3,http://images4-b.ravelrycache.com/uploads/BristolIvy/134914849/Chicane1_small_best_fit.jpg,Sweaters,$7.00 ,50,1310,4.2
Cookie A,PB & J,http://www.ravelry.com/patterns/library/pb--j,http://images4.ravelrycache.com/uploads/Cookie/101276507/PB_and_J_small.jpg,Socks,$6.50 ,50,310,4.4
Cookie A,Red Thread Socks,http://www.ravelry.com/patterns/library/red-thread-socks,http://farm3.static.flickr.com/2158/1535377847_7782a2b4d8_m.jpg,Socks,$6.50 ,49,294,4.3
Cookie A,Rambutan socks,http://www.ravelry.com/patterns/library/rambutan-socks,http://images4-b.ravelrycache.com/uploads/Cookie/138487093/Rambutan_bamboo_walk_small_best_fit.jpg,Socks,$6.50 ,47,118,4.8
Cookie A,Flight socks,http://www.ravelry.com/patterns/library/flight-socks,http://images4.ravelrycache.com/uploads/Cookie/133284586/A_Back_small_best_fit.jpg,Socks,Free,44,67,4.6
Cookie A,Dragon Crystal,http://www.ravelry.com/patterns/library/dragon-crystal,http://images4-b.ravelrycache.com/uploads/Cookie/138484579/Dragon_Crystal_back_small_best_fit.JPG,Socks,$6.50 ,41,166,4.1
Cookie A,Jedi Mind Tricks,http://www.ravelry.com/patterns/library/jedi-mind-tricks,http://images4.ravelrycache.com/uploads/Cookie/114867927/DSC_1848_small_best_fit.JPG,Socks,Free,39,218,4.5
Cookie A,Passerine Socks,http://www.ravelry.com/patterns/library/passerine-socks,http://images4-b.ravelrycache.com/uploads/Cookie/35371420/Passerine_Socks_small.jpg,Socks,Free,37,147,4.8
Cookie A,#21 Poppy Socks,http://www.ravelry.com/patterns/library/21-poppy-socks,http://farm4.static.flickr.com/3587/3483735315_c4b75c57d5_m.jpg,Socks,Free,35,139,3.2
Cookie A,Moselle Socks,http://www.ravelry.com/patterns/library/moselle-socks,http://farm4.static.flickr.com/3124/2411110627_6f07433c31_m.jpg,Socks,$6.50 ,34,253,4.1
Cookie A,Socktopod Socks,http://www.ravelry.com/patterns/library/socktopod-socks,http://farm3.static.flickr.com/2648/3949012254_f6eaf70a78_m.jpg,Socks,Free,29,474,4.3
Cookie A,Willamette Hop,http://www.ravelry.com/patterns/library/willamette-hop,http://farm4.static.flickr.com/3346/3501936957_2e0ce741d6_m.jpg,Socks,Free,24,110,4.8
Cookie A,Pivot,http://www.ravelry.com/patterns/library/pivot-2,http://images4-b.ravelrycache.com/uploads/Cookie/116109306/Pivot_small_best_fit.jpg,Sweaters,$6.50 ,23,1286,4.2
Cookie A,Zanzibar,http://www.ravelry.com/patterns/library/zanzibar,http://farm4.static.flickr.com/3407/3246823547_73738d8959_m.jpg,Socks,$6.50 ,23,218,4.6
Cookie A,Radial,http://www.ravelry.com/patterns/library/radial-2,http://images4-b.ravelrycache.com/uploads/Cookie/116109735/Radial_sleeve_small_best_fit.jpg,Sweaters,$6.50 ,17,411,5
Cookie A,Parallelogram,http://www.ravelry.com/patterns/library/parallelogram,http://images4.ravelrycache.com/uploads/Cookie/116123714/Parallelogram_2_small.jpg,Shawls / Scarves,$5.50 ,16,393,4.8
Cookie A,Rotation,http://www.ravelry.com/patterns/library/rotation-2,http://images4.ravelrycache.com/uploads/Cookie/116123949/Rotation_2_small.jpg,Sweaters,$6.50 ,16,1479,4.7
Cookie A,Slope,http://www.ravelry.com/patterns/library/slope-2,http://images4.ravelrycache.com/uploads/Cookie/116109928/slope_front_small_best_fit.jpg,Sweaters,$6.50 ,16,331,4.5
Cookie A,Wan Jai Socks,http://www.ravelry.com/patterns/library/wan-jai-socks,http://images4.ravelrycache.com/uploads/KerrieJames/96065368/DSC04863_small_best_fit.jpg,Socks,Free,15,310,4.3
Cookie A,Slant,http://www.ravelry.com/patterns/library/slant-2,http://images4-b.ravelrycache.com/uploads/Cookie/116107996/IMG_4215_small_best_fit.jpg,Gloves,$5.50 ,14,263,5
Cookie A,The Sock With No Name,http://www.ravelry.com/patterns/library/the-sock-with-no-name,http://farm3.static.flickr.com/2179/2271983335_c081a2675f_m.jpg,Socks,$6.50 ,12,318,3.4
Cookie A,#08 Square Shawl,http://www.ravelry.com/patterns/library/08-square-shawl,http://images4-b.ravelrycache.com/uploads/Cookie/935833/2021552235_921572e332_small.jpg,Shawls / Scarves,Free,11,63,4.2
Cookie A,Munch hoodie vest,http://www.ravelry.com/patterns/library/munch-hoodie-vest,http://images4-b.ravelrycache.com/uploads/Cookie/125268698/DSC_2284_small_best_fit.JPG,Sweaters,Free,10,253,4.3
Cookie A,Cylinder,http://www.ravelry.com/patterns/library/cylinder,http://images4-b.ravelrycache.com/uploads/Cookie/116107719/IMG_4375_small_best_fit.jpg,Shawls / Scarves,$5.50 ,9,136,5
